#TYPE Selected.Microsoft.Azure.Commands.ResourceManager.Cmdlets.SdkModels.PSProviderFeature
"ProviderNameSpace","ProviderName","FeatureName","RegistrationState"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","enableMajorVersionUpgrade_swedensouth","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowG3G4BillingSKU","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","June2023Features","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFMigratePmkToCmk","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANF1TiBPoolSize","NotRegistered"
"Microsoft Cache","Microsoft.Cache","mys-59fe8ab9-6707-4b3c-afb0-f5ed4214b531","NotRegistered"
"Microsoft.Workloads","Microsoft.Workloads","temp_TestAutoApproveFeature","NotRegistered"
"Microsoft Compute","Microsoft.Compute","MREnabledForTenantDeletion","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","enableMajorVersionUpgrade_eastus2euap","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowOnlyG3BillingSKU","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowOnlyG4BillingSKU","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableIntelligentPerformance","NotRegistered"
"Virtual Machine Image Builder","Microsoft.VirtualMachineImages","plc-4b8d3bdc-e2d1-4b44-ba4f-b0fbcb18960f","NotRegistered"
"Microsoft Network","Microsoft.Network","NMRoutingPreview","NotRegistered"
"Azure Log Analytics","Microsoft.OperationalInsights","BronzeLogs","NotRegistered"
"Microsoft.Workloads","Microsoft.Workloads","ACSSBackupIntegration","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","mys-9abfce26-7dfa-49fe-9a8d-a3d6cb13afd6","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","itn-9abfce26-7dfa-49fe-9a8d-a3d6cb13afd6","NotRegistered"
"-","Microsoft.MobilePacketCore","AllowWestCentralUS","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","hidePostgreSql10Version","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowOnlyM1BillingSKU","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","GuardrailsPreview","NotRegistered"
"Microsoft Key Vault","Microsoft.KeyVault","AllowNonCanonicalKey","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","ConfidentialVMCustomerManagedKeyBackup","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","EnableStorageCmkFollowing","NotRegistered"
"Microsoft ContainerRegistry","Microsoft.ContainerRegistry","itn-3c737fd7-1389-4626-868f-c18df5790cb6","NotRegistered"
"Microsoft.NetworkCloud","Microsoft.NetworkCloud","EnableKubernetesClusterPreview","NotRegistered"
"Microsoft.HybridNetwork","Microsoft.HybridNetwork","MsiForResourceEnabled","NotRegistered"
"Virtual Machine Image Builder","Microsoft.VirtualMachineImages","sec-4b8d3bdc-e2d1-4b44-ba4f-b0fbcb18960f","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.SensitiveAttributes","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.LimitedAccessRestrictionAcknowledged","NotRegistered"
"Microsoft.ModSimWorkbench","Microsoft.ModSimworkbench","mswbcanary","NotRegistered"
"Microsoft.AlertsManagement","Microsoft.AlertsManagement","ProcessingRulesCorrelation","NotRegistered"
"Microsoft Data Factory","Microsoft.DataFactory","plc-f76de4a1-629f-4651-9d76-1d7b56544f3c","NotRegistered"
"Microsoft Azure Monitor","Microsoft.Insights","Amcs20230311","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowAKS","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableNewMySqlMigrationApiVersion","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","enableMySqlAutoMigration","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","enableNewMySqlMigrationApiVersion","NotRegistered"
"Microsoft Network","Microsoft.Network","vWANNFVRPMigrationPLC","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowDisableSnatOnPL","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFEnablePPG","NotRegistered"
"Microsoft Network","Microsoft.Network","twn-7ecdbd40-fe6a-4d66-bb95-dab4ee9c8fce","NotRegistered"
"Microsoft Network","Microsoft.Network","twnw-7ecdbd40-fe6a-4d66-bb95-dab4ee9c8fce","NotRegistered"
"Microsoft Network","Microsoft.Network","mxc-7ecdbd40-fe6a-4d66-bb95-dab4ee9c8fce","NotRegistered"
"Microsoft Network","Microsoft.Network","esc-7ecdbd40-fe6a-4d66-bb95-dab4ee9c8fce","NotRegistered"
"Microsoft Network","Microsoft.Network","clc-7ecdbd40-fe6a-4d66-bb95-dab4ee9c8fce","NotRegistered"
"Microsoft Network","Microsoft.Network","ilnw-7ecdbd40-fe6a-4d66-bb95-dab4ee9c8fce","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableHidingPostgreSqlCitusConBanner","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enablePowerBI","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","NamespaceLockedRegionFeature","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","mys-e02603c6-3469-498a-994c-b0df4ceae1d0","NotRegistered"
"-","Microsoft.ProviderHub","UnmanagedHybrid","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","BypassBilling.AOAI-BYO-GPUs","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","den-e02603c6-3469-498a-994c-b0df4ceae1d0","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SecurityPosturePublisher","NotRegistered"
"Microsoft Key Vault","Microsoft.KeyVault","OptOutTLSEnforcement","NotRegistered"
"Microsoft.Quantum","Microsoft.Quantum","cmsBeta","NotRegistered"
"Microsoft Compute","Microsoft.Compute","IsPV2ColocationAllowed","NotRegistered"
"Microsoft Chaos","Microsoft.Chaos","ChaosApplicationsAccess","NotRegistered"
"Microsoft.OpenEnergyPlatform","Microsoft.OpenEnergyPlatform","sku","NotRegistered"
"Microsoft.HealthModel","Microsoft.HealthModel","EUAPParticipation","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBForMySQL","enableMySqlCrossRegionReadReplica","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","KataCcIsolationPreview","NotRegistered"
"Microsoft.Cdn","Microsoft.Cdn","Enable1PPartnerExtendedInformation","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","EnableBYOKOnEphemeralOSDiskPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowNewAppgwV1WithSubnetNameAsGatewaySubnet","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFFilePathUniquenessInAZ","NotRegistered"
"Machine Learning Services Resource Provider","Microsoft.MachineLearningServices","AMLManagedNetworkEnabled","NotRegistered"
"-","Microsoft.StandbyPool","StandbyVMPoolPreview","NotRegistered"
"Microsoft Container Instance","Microsoft.ContainerInstance","aciOnBareMetal","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowSetNicEncryptionFlagBasedOnAccelNetwork","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowEncryptionOnFSv2ForBLK","NotRegistered"
"Microsoft Search","Microsoft.Search","itn-28d32201-d1ad-47ab-9a4a-3de2dcb6ea2a","NotRegistered"
"Microsoft Compute","Microsoft.Compute","PatchSettingsForAllVMs","NotRegistered"
"Microsoft Network","Microsoft.Network","BlockAppGwV1SkuCreation","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","ilc-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","mxc-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","clc-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","ilnw-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","esc-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","twn-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","twnw-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Compute","Microsoft.Compute","CCOSupport","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","OpenAI.ContentFilters","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","itn-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","myw-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Container Service","Microsoft.ContainerService","nzn-f1d1800e-d38e-41f2-b63c-72d59ecaf9c0","NotRegistered"
"Microsoft Storage","Microsoft.Storage","StoragePlatformPreview","NotRegistered"
"Microsoft.Easm","Microsoft.Easm","BetaAccess","NotRegistered"
"Microsoft.Easm","Microsoft.Easm","ObservationAccess","NotRegistered"
"Microsoft Compute","Microsoft.Compute","InGuestPatchVmssUniformPreview","NotRegistered"
"Microsoft.StorageMover","Microsoft.StorageMover","Allowsoutheastasia","NotRegistered"
"Microsoft.StorageMover","Microsoft.StorageMover","Allownortheurope","NotRegistered"
"Microsoft Compute","Microsoft.Compute","DisableSuspensionOfAutomaticRepairs","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAppGwV1SkuCreation","NotRegistered"
"Microsoft Kubernetes Configuration","Microsoft.KubernetesConfiguration","AllowTestRouting","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","MaterializedViewsForNoSQL","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","DataTransferIntraAccountContainerCopyMongoDB","NotRegistered"
"Microsoft Azure Lab Services","Microsoft.LabServices","AllowLargeDSv4","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","allowProvisionedWithoutCommitment","NotRegistered"
"Microsoft Batch","Microsoft.Batch","itn-58aa8ff2-5d53-444a-8026-1610fb23c30f","NotRegistered"
"Microsoft Storage","Microsoft.Storage","DeleteMarkerRetention","NotRegistered"
"Microsoft App Configuration","Microsoft.AppConfiguration","itn-45a7d954-eede-467d-b4f9-1f77feeec23c","NotRegistered"
"MicrosoftNetworkFunction","Microsoft.NetworkFunction","AllowNaasVpnAccess","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableStorageDropDown_public","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enable32TBStorage","NotRegistered"
"Microsoft.AlertsManagement","Microsoft.AlertsManagement","InvestigationsPrivatePreview","NotRegistered"
"Microsoft.AlertsManagement","Microsoft.AlertsManagement","InvestigationsTestInProduction","NotRegistered"
"Microsoft Cache","Microsoft.Cache","itn-59fe8ab9-6707-4b3c-afb0-f5ed4214b531","NotRegistered"
"Microsoft.StorageMover","Microsoft.StorageMover","db-c88bf702-9a3e-4962-a15d-dbc3c3a8f42f","NotRegistered"
"Microsoft.Kusto","microsoft.kusto","itn-e02603c6-3469-498a-994c-b0df4ceae1d0","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowEventHubPreview","NotRegistered"
"Azure Red Hat OpenShift","Microsoft.RedHatOpenShift","PreconfiguredNSG","NotRegistered"
"-","Microsoft.ProviderHub","RPaaSRunner","NotRegistered"
"Microsoft ContainerRegistry","Microsoft.ContainerRegistry","ArchiveBeta","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","OpenAI.Inference.GPT4.UKSouth","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","MultiDiskCrashConsistent","NotRegistered"
"Microsoft Network","Microsoft.Network","EnableOptimizedNetworkSecurityGroups","NotRegistered"
"Microsoft.DatabaseWatcher","Microsoft.DatabaseWatcher","DatabaseWatcherCanaryAccess","NotRegistered"
"Microsoft Network","Microsoft.Network","UseAnmForPublish","NotRegistered"
"Microsoft HybridCompute","Microsoft.HybridCompute","HybridComputePreview","NotRegistered"
"Microsoft Compute","Microsoft.Compute","VmssFlexScaleInPolicyPreview","NotRegistered"
"Microsoft Azure Lab Services","Microsoft.LabServices","AllowLegacySkus","NotRegistered"
"Microsoft Azure Lab Services","Microsoft.LabServices","AllowAlternativeSkus","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","ilc-9abfce26-7dfa-49fe-9a8d-a3d6cb13afd6","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","OpenAIModels.text-embedding-ada-002.WestEurope","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowDropUnecryptedVnet","NotRegistered"
"Microsoft.Maps","Microsoft.Maps","addfeaturesnoexpansion","NotRegistered"
"Microsoft Compute","Microsoft.Compute","BakedInExtensionsPublishing","NotRegistered"
"Microsoft Azure Monitor","microsoft.insights","SqrMigration","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","mongoMultipleUsers","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","mongoUsersLimit10","NotRegistered"
"Microsoft DocumentDB","Microsoft.DocumentDB","mongoUsersLimit50","NotRegistered"
"-","Microsoft.BakeryUnmanaged","RPaaSRunner","NotRegistered"
"-","Microsoft.BakeryHybrid","RPaaSRunner","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFLargeVolumesMinSize","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFStdToBasicNetworkFeaturesRevert","NotRegistered"
"Microsoft Container Instance","Microsoft.ContainerInstance","itn-7189fb51-dab4-404e-a38a-ba138ac9ce42","NotRegistered"
"Microsoft Storage","Microsoft.Storage","Enable8TBForFiles","NotRegistered"
"Microsoft Compute","Microsoft.Compute","ForceSubscriptionBasedThrottling","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","EnableDatabasesCmk","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","Face.ExtendedLegacy","NotRegistered"
"Microsoft.Maps","Microsoft.Maps","testhooks","NotRegistered"
"Microsoft Automanage","Microsoft.Automanage","AutomanageProfileStacking","NotRegistered"
"Microsoft Event Grid","Microsoft.EventGrid","December2023Features","NotRegistered"
"Microsoft.Kusto","Microsoft.Kusto","ZonalMigrationOnboarding","NotRegistered"
"Microsoft Automanage","Microsoft.Automanage","PrivatePreviewUpdateManagementV2","NotRegistered"
"Microsoft DB for MySQL","Microsoft.DBforMySQL","enablePrivateEndpointPublicPreview","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableConnect","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowNexus","NotRegistered"
"-","Microsoft.EdgeMarketPlace","intAccess","NotRegistered"
"-","Microsoft.EdgeMarketPlace","dogfoodAccess","NotRegistered"
"Microsoft.Easm","Microsoft.Easm","DeltaAccess","NotRegistered"
"Microsoft Container Service","microsoft.ContainerService","ClusterCostAnalysis","NotRegistered"
"-","Microsoft.ProviderHub","UnmanagedAndHybridRegistrationSupport","NotRegistered"
"Microsoft.Quantum","Microsoft.Quantum","QuantumGermany","NotRegistered"
"Microsoft Network","Microsoft.Network","DisableYieldingCSESLBIPConfigs","NotRegistered"
"Microsoft Network","Microsoft.Network","NMNetworkGroupIpAggregator","NotRegistered"
"Microsoft Apps","Microsoft.App","DedicatedGPUPreview","NotRegistered"
"-","Microsoft.MobilePacketCore","AllowMobilePacketCoreBasicCustomer","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowNasReroute","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableMigrationAADAuth_private","NotRegistered"
"Microsoft Automanage","Microsoft.Automanage","AutomanageAlertsEnabled","NotRegistered"
"Microsoft Container Instance","Microsoft.ContainerInstance","NoPreprovisionedContainers","NotRegistered"
"Microsoft Compute","Microsoft.Compute","RestorePointNodeBasedSchedule","NotRegistered"
"Microsoft.Scom","Microsoft.SCOM","TestingEnvironment","NotRegistered"
"Microsoft Batch","Microsoft.Batch","ilc-58aa8ff2-5d53-444a-8026-1610fb23c30f","NotRegistered"
"Microsoft.AwsConnector","Microsoft.AwsConnector","publicCloudPreviewAccess","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","OpenAI.Inference.GPT-Turbo.CentralUS","NotRegistered"
"Microsoft Compute","Microsoft.Compute","PreprovisionedVMEscrow.SkipForceRunningVMsForHibernationEnabled","NotRegistered"
"Microsoft Network","Microsoft.Network","ARMThrottle2x","NotRegistered"
"Microsoft Network","Microsoft.Network","ARMThrottle3x","NotRegistered"
"Microsoft Network","Microsoft.Network","AvnmIpAggregator","NotRegistered"
"Microsoft Container Instance","Microsoft.ContainerInstance","GetsPreprovisionedContainers","NotRegistered"
"Microsoft Cache","Microsoft.Cache","ilc-59fe8ab9-6707-4b3c-afb0-f5ed4214b531","NotRegistered"
"Microsoft Compute","Microsoft.Compute","BestEffortBuildoutReplication","NotRegistered"
"Microsoft Compute","Microsoft.Compute","GalleryPublishingPatchingInformation","NotRegistered"
"Microsoft Compute","Microsoft.Compute","DistributingCopyV2Load","NotRegistered"
"Microsoft Search","Microsoft.Search","ilc-28d32201-d1ad-47ab-9a4a-3de2dcb6ea2a","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableHidingPostgreSqlVersion15Preview","NotRegistered"
"Microsoft Storage","Microsoft.Storage","HnsDirectorySnapshot","NotRegistered"
"Microsoft Container Instance","Microsoft.ContainerInstance","ilc-7189fb51-dab4-404e-a38a-ba138ac9ce42","NotRegistered"
"Microsoft.NetApp Resource Provider","Microsoft.NetApp","ANFFetchQuotaReport","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowSessionHighAvailability","NotRegistered"
"Microsoft.MobileNetwork","Microsoft.MobileNetwork","AllowEdgeLogBackhaul","NotRegistered"
"Microsoft Network","Microsoft.Network","CloudServiceIdILPIPEnabled","NotRegistered"
"Microsoft Network","Microsoft.Network","DisableUpdateOfCloudServiceILPIPId","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBForPostgreSQL","enableReplicaResourceGroup","NotRegistered"
"Microsoft Azure Lab Services","Microsoft.LabServices","AllowV2MigrationTool","NotRegistered"
"Microsoft Cognitive Services","Microsoft.CognitiveServices","OpenAI.Inference.GPT4.CentralUS","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAppGwWafHttpDdosRuleSet","NotRegistered"
"Microsoft Key Vault","Microsoft.KeyVault","PreferHsmPlatformTwo","NotRegistered"
"Microsoft Key Vault","Microsoft.KeyVault","PreferHsmPlatformOne","NotRegistered"
"-","Microsoft.Edge","PreviewAccess","NotRegistered"
"Microsoft Compute","Microsoft.Compute","OSUpgradeWithDirectSharedGalleryImage","NotRegistered"
"Microsoft Storage","Microsoft.Storage","HNSChangeFeed","NotRegistered"
"Microsoft.RecoveryServices","Microsoft.RecoveryServices","AzureBackupForSQLOnArc","NotRegistered"
"Microsoft Cache","Microsoft.Cache","bras-09976aa4-e123-47e9-a515-51cac2ffc3af","NotRegistered"
"Microsoft Compute","Microsoft.Compute","SupportHybridStorageAccountType","NotRegistered"
"Microsoft Azure Stream Analytics","Microsoft.StreamAnalytics","JobAvailabilityPreview","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowAppGwWafJSChallengeAction","NotRegistered"
"Microsoft Compute","Microsoft.Compute","PV2AsOSDiskPOC","NotRegistered"
"Microsoft Network","Microsoft.Network","AllowHyperNetLite","NotRegistered"
"Microsoft DB for PostgreSQL","Microsoft.DBforPostgreSQL","enablePrivateEndpoint","NotRegistered"
"Microsoft Compute","Microsoft.Compute","PV2ZonalVMDiskColocation","NotRegistered"
"Microsoft.DataProtection","Microsoft.DataProtection","InternalBlobADLSBackup","NotRegistered"
"Microsoft.AVS","Microsoft.AVS","ConveyorEscRswUpgrade","NotRegistered"
