ProviderNamespace                                        ProviderName                             FeatureName
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                enablePostgreSqlMigrationValidationV2_eastus2euap
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                enablePostgreSqlMigrationValidationV2_public
Microsoft Network                                        Microsoft.Network                        SkipEncryptionClusterCapabilityCheckOnGen7
Microsoft Network                                        Microsoft.Network                        SkipEncryptionClusterCapabilityCheckOnGen8
Microsoft Network                                        Microsoft.Network                        SkipEncryptionClusterCapabilityCheckOnGen9
Microsoft Data Factory                                   Microsoft.DataFactory                    esc-f76de4a1-629f-4651-9d76-1d7b56544f3c
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                enableSecurityCenter
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFCoolAccessUltra
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFBackupLargeVolumes
Microsoft.NetApp Resource Provider                       Microsoft.NetApp                         ANFOneToTwoReplication
Microsoft Cognitive Services                             Microsoft.CognitiveServices              CommitmentTier4-AddOn
Microsoft Cognitive Services                             Microsoft.CognitiveServices              CommitmentTier4-CSTT
Microsoft Search                                         Microsoft.Search                         mxc-28d32201-d1ad-47ab-9a4a-3de2dcb6ea2a
Microsoft.MobileNetwork                                  Microsoft.MobileNetwork                  AllowRadiusServerConfig
Microsoft Compute                                        Microsoft.Compute                        VMWatchPreview
Microsoft Cognitive Services                             Microsoft.CognitiveServices              Cloud.TA.CustomText.Prompt2Model
Microsoft Network                                        Microsoft.Network                        AllowAzureBastionSubnetUDR
Microsoft Compute                                        Microsoft.Compute                        Enforce1PImageGallery
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                enableonlineMigrationsV2_japanwest
Microsoft DB for PostgreSQL                              Microsoft.DBforPostgreSQL                enableonlineMigrationsV2_uaenorth
Microsoft Event Grid                                     Microsoft.EventGrid                      Fabric2024Features
Microsoft Event Grid                                     Microsoft.EventGrid                      2024JuneFeatures
Microsoft Compute                                        Microsoft.Compute                        VmssAllowEphemeralMigration
Microsoft.Migrate                                        Microsoft.Migrate                        RMSCrossSubscription
Microsoft.Maps                                           Microsoft.Maps                           M365PlacesPreview
Microsoft.Migrate                                        Microsoft.Migrate                        RMSNoDownTimeMove
Microsoft Compute                                        Microsoft.Compute                        Gen1ToTLMigrationPreview
-                                                        Microsoft.ContainerStorage               ContainerStoragePreviewAccess
